,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,City,City_name,Delivery_person_Age,Delivery_person_Ratings,Multiple_deliveries,Time_taken_min,Distance,Speed,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude
618,1900-01-01 13:00:00,Stormy,High,electric_scooter,Metropolitian,Coimbatore,35.0,4.8,1.0,28.0,4.45,9.54,11.003681,76.975525,11.043681,77.015525
619,1900-01-01 00:10:00,Sunny,Low,scooter,Metropolitian,Coimbatore,24.0,3.2,0.0,44.0,12.25,16.7,11.003681,76.975525,11.113681,77.085525
620,1900-01-01 16:40:00,Windy,Medium,scooter,Metropolitian,Coimbatore,36.0,4.6,1.0,31.0,4.45,8.61,11.003681,76.975525,11.043681,77.015525
621,1900-01-01 11:35:00,Fog,High,scooter,Metropolitian,Coimbatore,30.0,4.8,1.0,33.0,2.22,4.04,11.003681,76.975525,11.023681,76.995525
622,1900-01-01 20:20:00,Sunny,Jam,scooter,Metropolitian,Coimbatore,33.0,4.6,0.0,29.0,8.9,18.41,11.003681,76.975525,11.083681,77.055525
623,1900-01-01 23:05:00,Windy,Low,motorcycle,Metropolitian,Coimbatore,37.0,4.9,1.0,24.0,5.56,13.9,11.003681,76.975525,11.053681,77.025525
624,1900-01-01 22:10:00,Fog,Jam,scooter,Urban,Coimbatore,30.0,4.6,3.0,49.0,8.9,10.9,11.003681,76.975525,11.083681,77.055525
625,1900-01-01 18:00:00,Stormy,Medium,electric_scooter,Metropolitian,Coimbatore,32.0,4.7,0.0,32.0,5.56,10.42,11.003681,76.975525,11.053681,77.025525
626,1900-01-01 18:50:00,Sandstorms,Medium,motorcycle,Urban,Coimbatore,33.0,3.6,1.0,34.0,10.01,17.66,11.003681,76.975525,11.093681,77.065525
627,1900-01-01 09:50:00,Windy,Low,scooter,Metropolitian,Coimbatore,28.0,4.8,1.0,18.0,1.11,3.7,11.006686,76.951736,11.016686,76.961736
628,1900-01-01 22:30:00,Windy,Low,motorcycle,Urban,Coimbatore,22.0,4.8,0.0,12.0,12.23,61.15,11.006686,76.951736,11.116686,77.061736
629,1900-01-01 17:55:00,Cloudy,Medium,motorcycle,Metropolitian,Coimbatore,26.0,4.7,1.0,26.0,5.56,12.83,11.006686,76.951736,11.056686,77.001736
630,1900-01-01 19:30:00,Cloudy,Jam,scooter,Metropolitian,Coimbatore,28.0,4.6,0.0,21.0,5.56,15.89,11.006686,76.951736,11.056686,77.001736
631,1900-01-01 22:50:00,Stormy,Low,motorcycle,Metropolitian,Coimbatore,20.0,4.6,0.0,14.0,14.46,61.97,11.006686,76.951736,11.136686,77.081736
632,1900-01-01 23:45:00,Sunny,Low,motorcycle,Metropolitian,Coimbatore,37.0,4.8,1.0,20.0,8.89,26.67,11.006686,76.951736,11.086686,77.031736
633,1900-01-01 22:10:00,Sandstorms,Jam,motorcycle,Metropolitian,Coimbatore,26.0,5.0,1.0,23.0,6.67,17.4,11.006686,76.951736,11.066686,77.011736
634,1900-01-01 23:10:00,Windy,Low,motorcycle,Metropolitian,Coimbatore,35.0,4.2,2.0,34.0,3.33,5.88,11.006686,76.951736,11.036686,76.981736
635,1900-01-01 19:30:00,Stormy,Jam,motorcycle,Urban,Coimbatore,22.0,4.9,1.0,15.0,6.67,26.68,11.006686,76.951736,11.066686,77.011736
636,1900-01-01 13:05:00,Windy,High,motorcycle,Metropolitian,Coimbatore,30.0,4.4,1.0,34.0,4.44,7.84,11.010375,76.95295,11.050375,76.99295
637,1900-01-01 18:50:00,Cloudy,Medium,motorcycle,Metropolitian,Coimbatore,32.0,5.0,0.0,42.0,7.78,11.11,11.010375,76.95295,11.080375,77.02295
638,1900-01-01 10:40:00,Sandstorms,Low,scooter,Urban,Coimbatore,23.0,4.7,1.0,12.0,1.11,5.55,11.010375,76.95295,11.020375,76.96295
640,1900-01-01 15:25:00,Stormy,Medium,electric_scooter,Metropolitian,Coimbatore,34.0,4.2,1.0,32.0,4.44,8.33,11.010375,76.95295,11.050375,76.99295
641,1900-01-01 18:15:00,Cloudy,Medium,motorcycle,Metropolitian,Coimbatore,29.0,4.6,1.0,25.0,5.56,13.34,11.010375,76.95295,11.060375,77.00295
642,1900-01-01 22:55:00,Fog,Low,motorcycle,Metropolitian,Coimbatore,38.0,4.8,1.0,19.0,3.33,10.52,11.010375,76.95295,11.040375,76.98295
643,1900-01-01 20:00:00,Sunny,Jam,scooter,Metropolitian,Coimbatore,39.0,4.8,1.0,25.0,10.0,24.0,11.010375,76.95295,11.100375,77.04295
644,1900-01-01 20:30:00,Stormy,Jam,scooter,Urban,Coimbatore,31.0,4.7,1.0,25.0,3.33,7.99,11.010375,76.95295,11.040375,76.98295
645,1900-01-01 21:10:00,Sandstorms,Jam,motorcycle,Metropolitian,Coimbatore,30.0,4.8,1.0,41.0,10.0,14.63,11.010375,76.95295,11.100375,77.04295
646,1900-01-01 21:25:00,Stormy,Jam,motorcycle,Metropolitian,Coimbatore,34.0,3.5,1.0,40.0,7.78,11.67,11.026117,76.944652,11.096117,77.014652
647,1900-01-01 09:00:00,Sunny,Low,motorcycle,Metropolitian,Coimbatore,22.0,4.6,1.0,16.0,2.22,8.33,11.026117,76.944652,11.046117,76.964652
648,1900-01-01 00:05:00,Sandstorms,Low,motorcycle,Metropolitian,Coimbatore,33.0,4.5,1.0,26.0,5.56,12.83,11.026117,76.944652,11.076117,76.994652
649,1900-01-01 10:25:00,Stormy,Low,motorcycle,Metropolitian,Coimbatore,24.0,4.1,0.7592242194891201,16.0,2.22,8.33,11.026117,76.944652,11.046117,76.964652
650,1900-01-01 19:50:00,Stormy,Jam,scooter,Urban,Coimbatore,22.0,4.7,1.0,26.0,8.89,20.52,11.026117,76.944652,11.106117,77.024652
651,1900-01-01 18:40:00,Sunny,Medium,motorcycle,Urban,Coimbatore,30.0,4.9,1.0,22.0,6.67,18.19,11.026117,76.944652,11.086117,77.004652
652,1900-01-01 23:10:00,Windy,Low,electric_scooter,Metropolitian,Coimbatore,23.0,4.7,1.0,19.0,3.33,10.52,11.026117,76.944652,11.056117,76.974652
653,1900-01-01 17:50:00,Sunny,Medium,motorcycle,Urban,Coimbatore,21.0,4.6,1.0,24.0,10.0,25.0,11.026117,76.944652,11.116117,77.034652
654,1900-01-01 11:20:00,Sandstorms,High,motorcycle,Metropolitian,Coimbatore,27.0,4.6,0.0,17.0,1.11,3.92,11.02091,76.940432,11.03091,76.950432
655,1900-01-01 10:40:00,Sandstorms,Low,motorcycle,Metropolitian,Coimbatore,34.0,4.5,1.0,30.0,2.22,4.44,11.02091,76.940432,11.04091,76.960432
656,1900-01-01 18:25:00,Sandstorms,Medium,scooter,Urban,Coimbatore,26.0,4.9,1.0,28.0,5.56,11.91,11.02091,76.940432,11.07091,76.990432
657,1900-01-01 21:15:00,Stormy,Jam,electric_scooter,Metropolitian,Coimbatore,32.0,4.1,1.0,34.0,8.89,15.69,11.02091,76.940432,11.10091,77.020432
658,1900-01-01 18:25:00,Windy,Medium,motorcycle,Metropolitian,Coimbatore,37.0,4.6,1.0,30.0,5.56,11.12,11.02091,76.940432,11.07091,76.990432
659,1900-01-01 21:00:00,Fog,Jam,scooter,Metropolitian,Coimbatore,30.0,4.0,1.0,38.0,14.46,22.83,11.02091,76.940432,11.15091,77.070432
660,1900-01-01 09:05:00,Sunny,Low,motorcycle,Metropolitian,Coimbatore,31.0,5.0,1.0,26.0,2.22,5.12,11.02091,76.940432,11.04091,76.960432
661,1900-01-01 23:40:00,Sunny,Low,motorcycle,Metropolitian,Coimbatore,34.0,4.9,0.0,22.0,10.0,27.27,11.02091,76.940432,11.11091,77.030432
662,1900-01-01 22:25:00,Fog,Low,electric_scooter,Metropolitian,Coimbatore,20.0,4.6,1.0,23.0,10.0,26.09,11.02091,76.940432,11.11091,77.030432
663,1900-01-01 13:50:00,Stormy,High,motorcycle,Metropolitian,Coimbatore,27.0,4.7,0.0,22.0,4.45,12.14,11.022298,76.998349,11.062298,77.038349
664,1900-01-01 09:05:00,Sandstorms,Low,scooter,Metropolitian,Coimbatore,21.0,4.7,1.0,18.0,2.22,7.4,11.022298,76.998349,11.042298,77.018349
665,1900-01-01 11:40:00,Sunny,High,electric_scooter,Metropolitian,Coimbatore,27.0,4.6,0.0,16.0,2.22,8.33,11.022298,76.998349,11.042298,77.018349
666,1900-01-01 12:10:00,Sandstorms,High,scooter,Urban,Coimbatore,24.0,4.9,1.0,21.0,2.22,6.34,11.022298,76.998349,11.042298,77.018349
667,1900-01-01 20:40:00,Fog,Jam,motorcycle,Metropolitian,Coimbatore,21.0,4.6,1.0,25.0,3.34,8.02,11.022298,76.998349,11.052298,77.028349
668,1900-01-01 08:40:00,Sunny,Low,motorcycle,Urban,Coimbatore,38.0,4.9,1.0,17.0,1.11,3.92,10.994136,76.963303,11.004136,76.973303
669,1900-01-01 21:50:00,Windy,Jam,scooter,Metropolitian,Coimbatore,24.0,4.9,1.0,20.0,14.47,43.41,10.994136,76.963303,11.124136,77.093303
670,1900-01-01 21:10:00,Stormy,Jam,scooter,Metropolitian,Coimbatore,21.0,4.9,1.0,29.0,5.56,11.5,10.994136,76.963303,11.044136,77.013303
671,1900-01-01 12:00:00,Sandstorms,High,motorcycle,Metropolitian,Coimbatore,33.0,4.9,1.0,49.0,2.22,2.72,10.994136,76.963303,11.014136,76.983303
672,1900-01-01 17:30:00,Cloudy,Medium,motorcycle,Metropolitian,Coimbatore,24.0,4.6,1.0,24.0,5.56,13.9,10.994136,76.963303,11.044136,77.013303
673,1900-01-01 19:20:00,Sandstorms,Jam,scooter,Urban,Coimbatore,21.0,4.7,1.0,25.0,6.67,16.01,10.994136,76.963303,11.054136,77.023303
674,1900-01-01 19:05:00,Stormy,Medium,electric_scooter,Urban,Dehradun,27.0,4.8,0.0,17.0,16.5,58.24,30.328174,78.049117,30.438174,78.159117
675,1900-01-01 22:30:00,Sandstorms,Low,electric_scooter,Urban,Dehradun,20.0,4.9,0.0,15.0,10.45,41.8,30.328174,78.049117,30.398174,78.119117
680,1900-01-01 18:00:00,Cloudy,Medium,scooter,Metropolitian,Dehradun,21.0,4.1,1.0,33.0,16.51,30.02,30.335259,78.053162,30.445259,78.163162
681,1900-01-01 16:40:00,Sunny,Medium,motorcycle,Metropolitian,Dehradun,29.0,4.6,1.0,21.0,5.96,17.03,30.335259,78.053162,30.375259,78.093162
682,1900-01-01 17:40:00,Stormy,Medium,scooter,Metropolitian,Dehradun,20.0,4.9,1.0,26.0,16.51,38.1,30.335259,78.053162,30.445259,78.163162
683,1900-01-01 17:55:00,Sandstorms,Medium,scooter,Metropolitian,Dehradun,37.0,4.2,1.0,31.0,8.96,17.34,30.335259,78.053162,30.395259,78.113162
685,1900-01-01 08:40:00,Sunny,Low,motorcycle,Metropolitian,Dehradun,23.0,4.8,0.0,17.0,1.49,5.26,30.340722,78.060221,30.350722,78.070221
686,1900-01-01 20:40:00,Fog,Jam,electric_scooter,Metropolitian,Dehradun,32.0,4.0,1.0,42.0,10.48,14.97,30.340722,78.060221,30.410722,78.130221
687,1900-01-01 19:50:00,Cloudy,Jam,motorcycle,Metropolitian,Dehradun,29.0,4.8,0.0,20.0,8.97,26.91,30.340722,78.060221,30.400722,78.120221
688,1900-01-01 21:45:00,Cloudy,Jam,motorcycle,Metropolitian,Dehradun,38.0,4.5,1.0,25.0,7.47,17.93,30.346994,78.062543,30.396994,78.112543
689,1900-01-01 19:45:00,Fog,Jam,motorcycle,Metropolitian,Dehradun,37.0,4.2,1.0,45.0,11.99,15.99,30.346994,78.062543,30.426994,78.142543
690,1900-01-01 15:15:00,Sandstorms,High,scooter,Urban,Dehradun,23.0,4.7,1.0,19.0,5.98,18.88,30.361281,78.068022,30.401281,78.108022
691,1900-01-01 17:15:00,Fog,Medium,scooter,Metropolitian,Dehradun,26.0,4.7,0.0,35.0,12.01,20.59,30.361281,78.068022,30.441281,78.148022
692,1900-01-01 18:45:00,Stormy,Medium,motorcycle,Metropolitian,Dehradun,33.0,4.4,1.0,33.0,19.61,35.65,30.361281,78.068022,30.491281,78.198022
693,1900-01-01 23:05:00,Sunny,Low,scooter,Metropolitian,Dehradun,22.0,3.3,1.0,37.0,21.14,34.28,30.361281,78.068022,30.501281,78.208022
694,1900-01-01 21:35:00,Cloudy,Jam,motorcycle,Metropolitian,Dehradun,38.0,4.7,0.0,28.0,4.48,9.6,30.361281,78.068022,30.391281,78.098022
695,1900-01-01 19:30:00,Cloudy,Jam,motorcycle,Metropolitian,Dehradun,39.0,4.0,1.0,37.0,8.99,14.58,30.361281,78.068022,30.421281,78.128022
696,1900-01-01 23:00:00,Sunny,Low,motorcycle,Metropolitian,Dehradun,34.0,3.3,1.0,32.0,19.62,36.79,30.362686,78.06889,30.492686,78.19889
697,1900-01-01 19:55:00,Cloudy,Jam,motorcycle,Metropolitian,Dehradun,37.0,4.2,2.0,46.0,10.49,13.68,30.359722,78.067079,30.429722,78.137079
698,1900-01-01 22:30:00,Stormy,Low,scooter,Urban,Dehradun,24.0,4.9,1.0,10.0,7.48,44.88,30.359722,78.067079,30.409722,78.117079
699,1900-01-01 20:30:00,Stormy,Jam,motorcycle,Metropolitian,Dehradun,33.0,4.3,1.0,41.0,12.01,17.58,30.359722,78.067079,30.439722,78.147079
700,1900-01-01 22:00:00,Fog,Jam,scooter,Metropolitian,Dehradun,36.0,4.4,0.7592242194891201,44.0,21.14,28.83,30.359722,78.067079,30.499722,78.207079
701,1900-01-01 09:05:00,Windy,Low,scooter,Metropolitian,Dehradun,32.0,4.8,1.0,29.0,1.49,3.08,30.332735,78.054222,30.342735,78.064222
706,1900-01-01 21:00:00,Fog,Jam,scooter,Urban,Dehradun,27.0,4.1,0.0,40.0,19.62,29.43,30.366322,78.070453,30.496322,78.200453
708,1900-01-01 19:15:00,Cloudy,Jam,scooter,Metropolitian,Dehradun,23.0,4.9,0.0,26.0,4.48,10.34,30.366322,78.070453,30.396322,78.100453
709,1900-01-01 22:05:00,Stormy,Jam,motorcycle,Metropolitian,Dehradun,28.0,4.6,0.0,11.0,7.44,40.58,30.319528,78.040267,30.369528,78.090267
710,1900-01-01 17:30:00,Sandstorms,Medium,scooter,Metropolitian,Dehradun,39.0,4.9,1.0,28.0,19.59,41.98,30.342509,78.061187,30.472509,78.191187
711,1900-01-01 23:55:00,Sandstorms,Low,scooter,Metropolitian,Dehradun,30.0,4.9,1.0,17.0,16.49,58.2,30.327968,78.046106,30.437968,78.156106
712,1900-01-01 20:25:00,Windy,Jam,scooter,Metropolitian,Dehradun,23.0,4.9,1.0,21.0,10.45,29.86,30.327968,78.046106,30.397968,78.116106
713,1900-01-01 15:40:00,Cloudy,Medium,scooter,Metropolitian,Dehradun,38.0,4.9,1.0,18.0,5.95,19.83,30.327968,78.046106,30.367968,78.086106
718,1900-01-01 10:10:00,Sandstorms,Low,scooter,Urban,Goa,27.0,4.7,1.0,10.0,2.23,13.38,15.546594,73.760431,15.566594,73.780431
722,1900-01-01 10:30:00,Fog,Low,motorcycle,Metropolitian,Goa,20.0,4.9,1.0,16.0,2.23,8.36,15.576683,73.75575,15.596683,73.77575
723,1900-01-01 21:50:00,Sunny,Jam,scooter,Metropolitian,Goa,29.0,4.8,0.0,14.0,3.34,14.31,15.574828,73.766883,15.604828,73.796883
724,1900-01-01 09:25:00,Sandstorms,Low,motorcycle,Urban,Goa,27.0,4.0,0.0,20.0,2.23,6.69,15.5696,73.742294,15.5896,73.762294
729,1900-01-01 17:50:00,Stormy,Medium,motorcycle,Metropolitian,Goa,23.0,4.8,1.0,31.0,12.23,23.67,15.56155,73.749092,15.67155,73.859092
730,1900-01-01 22:50:00,Fog,Low,scooter,Urban,Goa,38.0,4.7,0.0,15.0,6.67,26.68,15.56155,73.749092,15.62155,73.809092
731,1900-01-01 17:20:00,Stormy,Medium,motorcycle,Metropolitian,Goa,29.0,4.7,0.0,20.0,12.23,36.69,15.561295,73.749478,15.671295,73.859478
732,1900-01-01 08:50:00,Stormy,Low,electric_scooter,Urban,Goa,30.0,5.0,1.0,24.0,2.23,5.57,15.561295,73.749478,15.581295,73.769478
733,1900-01-01 14:05:00,Windy,High,motorcycle,Metropolitian,Goa,21.0,4.8,0.0,15.0,4.45,17.8,15.556561,73.763633,15.596561,73.803633
734,1900-01-01 10:00:00,Fog,Low,scooter,Metropolitian,Goa,38.0,4.8,1.0,17.0,2.23,7.87,15.556561,73.763633,15.576561,73.783633
735,1900-01-01 22:20:00,Sandstorms,Low,motorcycle,Metropolitian,Goa,35.0,4.6,0.0,26.0,7.84,18.09,15.303897,73.914336,15.373897,73.984336
736,1900-01-01 23:35:00,Windy,Low,scooter,Urban,Goa,39.0,4.9,0.0,24.0,5.59,13.97,15.303897,73.914336,15.353897,73.964336
737,1900-01-01 15:00:00,Sunny,High,scooter,Metropolitian,Goa,30.0,4.8,1.0,21.0,4.45,12.71,15.506205,73.766668,15.546205,73.806668
738,1900-01-01 22:55:00,Windy,Low,motorcycle,Metropolitian,Goa,39.0,4.8,1.0,20.0,14.45,43.35,15.506205,73.766668,15.636205,73.896668
739,1900-01-01 21:25:00,Sunny,Jam,motorcycle,Metropolitian,Goa,34.0,4.7,1.0,20.0,7.87,23.61,15.157944,73.950889,15.227944,74.020889
740,1900-01-01 22:55:00,Cloudy,Low,motorcycle,Urban,Goa,20.0,4.7,0.0,11.0,6.74,36.76,15.157944,73.950889,15.217944,74.010889
741,1900-01-01 21:15:00,Stormy,Jam,motorcycle,Metropolitian,Goa,35.0,4.7,1.0,26.0,6.67,15.39,15.51315,73.78346,15.57315,73.84346
742,1900-01-01 23:00:00,Sunny,Low,scooter,Metropolitian,Goa,39.0,4.8,1.0,19.0,3.33,10.52,15.51315,73.78346,15.54315,73.81346
743,1900-01-01 22:50:00,Stormy,Low,scooter,Metropolitian,Goa,20.0,4.9,1.0,11.0,12.24,66.76,15.498603,73.826911,15.608603,73.936911
744,1900-01-01 23:55:00,Sandstorms,Low,motorcycle,Metropolitian,Goa,31.0,4.5,0.0,25.0,5.56,13.34,15.498603,73.826911,15.548603,73.876911
745,1900-01-01 17:50:00,Fog,Medium,motorcycle,Urban,Goa,26.0,4.5,1.0,29.0,6.67,13.8,15.498603,73.826911,15.558603,73.886911
746,1900-01-01 21:05:00,Windy,Jam,scooter,Metropolitian,Goa,27.0,5.0,1.0,21.0,10.01,28.6,15.498603,73.826911,15.588603,73.916911
747,1900-01-01 20:50:00,Stormy,Jam,motorcycle,Urban,Goa,32.0,4.1,1.0,38.0,7.78,12.28,15.496162,73.825364,15.566162,73.895364
748,1900-01-01 21:30:00,Sandstorms,Jam,motorcycle,Metropolitian,Goa,30.0,4.3,1.0,35.0,8.9,15.26,15.496162,73.825364,15.576162,73.905364
749,1900-01-01 11:50:00,Stormy,High,motorcycle,Metropolitian,Goa,33.0,4.1,2.0,49.0,1.11,1.36,15.49395,73.827423,15.50395,73.837423
752,1900-01-01 16:35:00,Sunny,Medium,electric_scooter,Metropolitian,Hyderabad,26.0,4.6,1.0,11.0,6.27,34.2,17.428294,78.404423,17.468294,78.444423
753,1900-01-01 17:40:00,Cloudy,Medium,electric_scooter,Metropolitian,Hyderabad,32.0,4.9,2.0,39.0,12.54,19.29,17.428294,78.404423,17.508294,78.484423
754,1900-01-01 17:20:00,Windy,Medium,motorcycle,Metropolitian,Hyderabad,37.0,4.6,2.0,41.0,14.11,20.65,17.428294,78.404423,17.518294,78.494423
755,1900-01-01 21:05:00,Sunny,Jam,motorcycle,Metropolitian,Hyderabad,27.0,4.7,0.7592242194891201,13.0,14.11,65.12,17.428294,78.404423,17.518294,78.494423
756,1900-01-01 18:20:00,Sunny,Medium,motorcycle,Urban,Hyderabad,26.0,4.7,1.0,15.0,9.4,37.6,17.428294,78.404423,17.488294,78.464423
757,1900-01-01 19:25:00,Fog,Jam,scooter,Metropolitian,Hyderabad,34.0,4.4,0.0,49.0,17.28,21.16,17.410371,78.437225,17.520371,78.547225
758,1900-01-01 20:05:00,Windy,Jam,scooter,Metropolitian,Hyderabad,34.0,4.4,0.0,44.0,17.28,23.56,17.410371,78.437225,17.520371,78.547225
759,1900-01-01 22:55:00,Sandstorms,Low,motorcycle,Urban,Hyderabad,27.0,4.5,1.0,18.0,17.28,57.6,17.410371,78.437225,17.520371,78.547225
760,1900-01-01 21:00:00,Sunny,Jam,scooter,Metropolitian,Hyderabad,27.0,4.8,0.0,21.0,12.56,35.89,17.410371,78.437225,17.490371,78.517225
761,1900-01-01 21:45:00,Stormy,Jam,motorcycle,Metropolitian,Hyderabad,26.0,4.7,1.0,26.0,14.13,32.61,17.410371,78.437225,17.500371,78.527225
762,1900-01-01 15:00:00,Windy,High,motorcycle,Metropolitian,Hyderabad,35.0,4.3,1.0,34.0,6.28,11.08,17.41233,78.449654,17.45233,78.489654
763,1900-01-01 10:35:00,Sandstorms,Low,motorcycle,Urban,Hyderabad,29.0,4.2,1.0,26.0,1.57,3.62,17.41233,78.449654,17.42233,78.459654
764,1900-01-01 19:40:00,Windy,Jam,scooter,Metropolitian,Hyderabad,27.0,4.7,1.0,21.0,10.99,31.4,17.41233,78.449654,17.48233,78.519654
765,1900-01-01 17:20:00,Sandstorms,Medium,motorcycle,Metropolitian,Hyderabad,30.0,3.6,0.0,33.0,20.43,37.15,17.41233,78.449654,17.54233,78.579654
767,1900-01-01 19:00:00,Cloudy,Medium,motorcycle,Urban,Hyderabad,20.0,4.5,1.0,38.0,12.56,19.83,17.41233,78.449654,17.49233,78.529654
768,1900-01-01 22:25:00,Cloudy,Low,motorcycle,Urban,Hyderabad,28.0,4.8,1.0,20.0,7.85,23.55,17.41233,78.449654,17.46233,78.499654
770,1900-01-01 10:30:00,Fog,Low,scooter,Metropolitian,Hyderabad,34.0,4.8,0.0,18.0,3.14,10.47,17.41233,78.449654,17.43233,78.469654
771,1900-01-01 23:15:00,Windy,Low,motorcycle,Urban,Hyderabad,33.0,4.9,0.0,18.0,12.56,41.87,17.41233,78.449654,17.49233,78.529654
772,1900-01-01 19:05:00,Sunny,Medium,motorcycle,Metropolitian,Hyderabad,25.0,4.7,1.0,15.0,9.42,37.68,17.41233,78.449654,17.47233,78.509654
773,1900-01-01 23:05:00,Fog,Low,motorcycle,Metropolitian,Hyderabad,21.0,4.9,0.0,15.0,4.71,18.84,17.41233,78.449654,17.44233,78.479654
774,1900-01-01 11:35:00,Cloudy,High,scooter,Metropolitian,Hyderabad,33.0,4.1,1.0,31.0,1.57,3.04,17.422819,78.449578,17.432819,78.459578
775,1900-01-01 11:05:00,Windy,Low,motorcycle,Metropolitian,Hyderabad,39.0,4.6,1.0,26.0,1.57,3.62,17.422819,78.449578,17.432819,78.459578
776,1900-01-01 23:45:00,Stormy,Low,motorcycle,Urban,Hyderabad,27.0,4.8,0.7592242194891201,15.0,17.28,69.12,17.422819,78.449578,17.532819,78.559578
777,1900-01-01 13:15:00,Fog,High,motorcycle,Metropolitian,Hyderabad,20.0,4.9,1.0,27.0,6.28,13.96,17.422819,78.449578,17.462819,78.489578
778,1900-01-01 21:25:00,Sandstorms,Jam,motorcycle,Metropolitian,Hyderabad,35.0,4.4,1.0,32.0,10.99,20.61,17.422819,78.449578,17.492819,78.519578
779,1900-01-01 11:50:00,Windy,High,motorcycle,Urban,Hyderabad,34.0,5.0,1.0,37.0,1.57,2.55,17.422819,78.449578,17.432819,78.459578
780,1900-01-01 23:10:00,Sunny,Low,scooter,Urban,Hyderabad,30.0,5.0,1.0,24.0,12.56,31.4,17.422819,78.449578,17.502819,78.529578
781,1900-01-01 20:40:00,Windy,Jam,motorcycle,Urban,Hyderabad,33.0,4.1,1.0,40.0,12.56,18.84,17.422819,78.449578,17.502819,78.529578
782,1900-01-01 20:55:00,Windy,Jam,scooter,Urban,Hyderabad,23.0,4.8,0.0,19.0,9.42,29.75,17.422819,78.449578,17.482819,78.509578
783,1900-01-01 11:30:00,Cloudy,High,motorcycle,Metropolitian,Hyderabad,37.0,4.9,1.0,33.0,1.56,2.84,17.411028,78.329645,17.421028,78.339645
784,1900-01-01 20:10:00,Fog,Jam,scooter,Metropolitian,Hyderabad,30.0,4.7,1.0,35.0,17.18,29.45,17.411028,78.329645,17.521028,78.439645
785,1900-01-01 11:15:00,Fog,High,motorcycle,Metropolitian,Hyderabad,22.0,4.8,0.0,22.0,1.56,4.25,17.411028,78.329645,17.421028,78.339645
786,1900-01-01 09:15:00,Sandstorms,Low,motorcycle,Metropolitian,Hyderabad,22.0,4.1,1.0,26.0,1.56,3.6,17.411028,78.329645,17.421028,78.339645
787,1900-01-01 10:05:00,Fog,Low,motorcycle,Metropolitian,Hyderabad,32.0,4.6,1.0,28.0,1.56,3.34,17.411028,78.329645,17.421028,78.339645
788,1900-01-01 23:55:00,Windy,Low,electric_scooter,Metropolitian,Hyderabad,20.0,5.0,1.0,17.0,12.48,44.05,17.411028,78.329645,17.491028,78.409645
789,1900-01-01 21:05:00,Stormy,Jam,scooter,Metropolitian,Hyderabad,20.0,4.6,0.0,16.0,7.79,29.21,17.411028,78.329645,17.461028,78.379645
790,1900-01-01 09:15:00,Windy,Low,motorcycle,Metropolitian,Hyderabad,21.0,4.2,0.0,22.0,3.11,8.48,17.411028,78.329645,17.431028,78.349645
791,1900-01-01 18:00:00,Sandstorms,Medium,scooter,Metropolitian,Hyderabad,29.0,4.9,1.0,23.0,4.67,12.18,17.411028,78.329645,17.441028,78.359645
792,1900-01-01 19:00:00,Stormy,Medium,motorcycle,Metropolitian,Hyderabad,21.0,4.6,1.0,22.0,4.67,12.74,17.411028,78.329645,17.441028,78.359645
793,1900-01-01 19:55:00,Cloudy,Jam,scooter,Urban,Hyderabad,30.0,5.0,1.0,32.0,9.35,17.53,17.411028,78.329645,17.471028,78.389645
794,1900-01-01 19:30:00,Sunny,Jam,scooter,Metropolitian,Hyderabad,27.0,5.0,1.0,19.0,9.35,29.53,17.411028,78.329645,17.471028,78.389645
795,1900-01-01 17:50:00,Cloudy,Medium,motorcycle,Metropolitian,Hyderabad,31.0,4.6,1.0,34.0,4.67,8.24,17.411028,78.329645,17.441028,78.359645
796,1900-01-01 18:30:00,Sandstorms,Medium,motorcycle,Urban,Hyderabad,21.0,4.7,1.0,22.0,10.96,29.89,17.433809,78.386744,17.503809,78.456744
797,1900-01-01 20:00:00,Sunny,Jam,motorcycle,Metropolitian,Hyderabad,24.0,4.6,1.0,20.0,17.24,51.72,17.433809,78.386744,17.543809,78.496744
798,1900-01-01 10:10:00,Sandstorms,Low,motorcycle,Metropolitian,Hyderabad,28.0,4.8,0.0,18.0,1.56,5.2,17.433809,78.386744,17.443809,78.396744
799,1900-01-01 22:15:00,Cloudy,Jam,scooter,Metropolitian,Hyderabad,36.0,4.9,1.0,25.0,7.83,18.79,17.433809,78.386744,17.483809,78.436744
800,1900-01-01 19:20:00,Windy,Jam,motorcycle,Metropolitian,Hyderabad,36.0,5.0,1.0,49.0,20.39,24.97,17.433809,78.386744,17.563809,78.516744
801,1900-01-01 20:00:00,Sunny,Jam,motorcycle,Metropolitian,Hyderabad,23.0,4.8,1.0,18.0,4.69,15.63,17.433809,78.386744,17.463809,78.416744
802,1900-01-01 00:10:00,Sandstorms,Low,scooter,Metropolitian,Hyderabad,32.0,4.9,1.0,24.0,14.1,35.25,17.433809,78.386744,17.523809,78.476744
803,1900-01-01 22:45:00,Sunny,Low,motorcycle,Urban,Hyderabad,33.0,3.0,2.0,34.0,17.23,30.41,17.455894,78.375467,17.565894,78.485467
804,1900-01-01 09:35:00,Fog,Low,electric_scooter,Urban,Hyderabad,33.0,4.6,0.7592242194891201,18.0,1.56,5.2,17.455894,78.375467,17.465894,78.385467
